property_type,address,bedroom_number,bathroom_number,area,phone,description,listed_in_site,link,company,price
Apartment,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,156 sqm,tel:+201101155888,5% DP Over 8 Yrs Apartment 3BR@Origami Taj city,Listed 2 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-taj-city-5029237.html,Roots Development logo image,"11,675,355 EGP"
Chalet,"June, Ras Al Hekma, North Coast",2,2,110 sqm,tel:+201288736461,First Launch In Ras El Hikma@ Ahly Sabbour |Summer,Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-june-5028206.html,Egypt Best Properties West logo image,"9,000,000 EGP"
Villa,"The Wonder Marq, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3,2,120 sqm,tel:+201015195898,wonder villa for sale in future city prim location,Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-the-wonder-marq-5028067.html,Element not found,"13,290,000 EGP"
Apartment,"Bavaria Town, Zahraa El Maadi, Hay El Maadi, Cairo",3,1,155 sqm,tel:+201556799467,"Finished, Ready To Move at half company’s cash",Listed 3 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-hay-el-maadi-zahraa-el-maadi-bavaria-town-5029005.html,Element not found,"4,000,000 EGP"
Apartment,"Sun Capital, Fayoum Desert road, 6 October City, Giza",2,2,125 sqm,tel:+201556799467,two-bedroom apartment in October at old prices,Listed 3 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-fayoum-desert-road-sun-capital-5028996.html,Element not found,"4,700,000 EGP"
Apartment,"Nile St., Dokki, Giza",4,5,500 sqm,tel:+201222100408,"On the Nile,for sale&amp;rent,4-suite apartment",Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-dokki-nile-st-5028181.html,Nile House For Real Estate logo image,"80,000,000 EGP"
Apartment,"Madinaty, Cairo",2,2,100 sqm,tel:+201096566594,100m2 Apartment Direct from TMG Madinaty Privado,Listed 16 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-madinaty-5028644.html,TMG Direct logo image,"1,891,650 EGP"
Townhouse,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,3,195 sqm,tel:+201092544249,Villa for sale 195m ready for inspection Taj City,Listed 21 hours ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-taj-city-5028373.html,GPR Property logo image,"1,800,000 EGP"
Apartment,"De Joya, New Zayed City, Sheikh Zayed City, Giza",3,3,135 sqm,tel:+201288736461,The Most Prime Location Unit In New Zayed@ De Joya,Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-sheikh-zayed-city-new-zayed-city-de-joya-5028192.html,Egypt Best Properties West logo image,"8,900,000 EGP"
Apartment,"New Lotus, The 5th Settlement, New Cairo City, Cairo",3,3,189 sqm,tel:+201550809175,special location steps of Al-Nawadi Street,Listed 13 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-new-lotus-5028795.html,Roots Egypt logo image,"5,370,000 EGP"
Chalet,"Marassi, Sidi Abdel Rahman, North Coast",3,3,288 sqm,tel:+201289966631,Chalet in Marassi | Marina 1 | Fully finished |,Listed 22 hours ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-sidi-abdel-rahman-marassi-5028365.html,The compass for real estate logo image,"41,000,000 EGP"
Apartment,"Madinaty, Cairo",3,2,131 sqm,tel:+201096566594,131m2 Apartment Instant Delivery Madinaty Privado,Listed 15 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-madinaty-5028692.html,TMG Direct logo image,"2,411,600 EGP"
Apartment,"Latin District, New Alamein City, North Coast",2,1,120 sqm,tel:+201050488897,"Apartment 120m , finished, 10%DP Delivery 6/2024",Listed 3 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-north-coast-new-alamein-city-latin-district-5029071.html,Smart Move logo image,"6,489,000 EGP"
Apartment,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,3,143 sqm,tel:+201155113288,Lake view Residence Apartment For Sale 143 M,Listed 2 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-lake-view-residence-5029221.html,Green Homes Real estate Agency logo image,"12,000,000 EGP"
iVilla,"Mountain View 1.1, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,250 sqm,tel:+201064431315,The lowest price ivilla in Mountain View 1.1,Listed 2 hours ago,https://www.propertyfinder.eg/en/plp/buy/ivilla-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-mountain-view-1-1-5029219.html,Green Homes Real estate Agency logo image,"7,308,000 EGP"
Villa,"Les Rois, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5,7,515 sqm,tel:+201117911152,Amazing Standalone Villa Fully Furnished With Pool,Listed 18 hours ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-les-rois-5028512.html,cottage logo image,"60,000,000 EGP"
Villa,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",5,5,650 sqm,tel:+201019919782,"Villa for sale, fully finished Katameya Dunes",Listed 19 hours ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-katameya-dunes-5028490.html,Element not found,"75,000,000 EGP"
Apartment,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,160 sqm,tel:+201155113288,With Lowest Price Sky condos Apartment For sale,Listed 2 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-villette-5029217.html,Green Homes Real estate Agency logo image,"12,262,000 EGP"
Apartment,"Madinaty, Cairo",3,2,131 sqm,tel:+201096566594,131m2 Apartment Instant Delivery Madinaty Privado,Listed 15 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-madinaty-5028675.html,TMG Direct logo image,"2,411,600 EGP"
Apartment,"Sun Capital, Fayoum Desert road, 6 October City, Giza",3,3,160 sqm,tel:+20221208363,"0% down payment, own your apartment With Garden",Listed 23 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-fayoum-desert-road-sun-capital-5028281.html,Capital Agency For Real Estate logo image,"7,000,000 EGP"
Townhouse,"La Vista City, New Capital Compounds, New Capital City, Cairo",5,4,230 sqm,tel:+201050113439,Prime location with open view,Listed 10 hours ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-capital-city-new-capital-compounds-la-vista-city-5028944.html,Element not found,"4,400,000 EGP"
Apartment,"Sarayat El-Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",2,2,116 sqm,tel:+201220324860,Apartment in Makani Compound on Maadi Ring Road,Listed 2 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-sarayat-el-kattameya-5029248.html,معاك real estate consultancy logo image,"3,550,000 EGP"
Townhouse,"District 5 Residences, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4,4,330 sqm,tel:+201288736473,TownHouse For Sale Prime Location @DISTRICT 5,Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-district-5-residences-5028225.html,Egypt Best Properties West logo image,"30,000,000 EGP"
Townhouse,"District 5 Residences, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4,4,330 sqm,tel:+201288736473,TownHouse For Sale Prime Location @DISTRICT 5,Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-district-5-residences-5028225.html,Egypt Best Properties West logo image,"30,000,000 EGP"
Apartment,"Nyoum mostakbal, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",4,2,212 sqm,tel:+201555514879,"apartment for sale ,,DP 550,000 Installments 8year",Listed 21 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-nyoum-mostakbal-5028371.html,Noon Group logo image,"11,100,000 EGP"
Apartment,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2,2,118 sqm,tel:+201119333569,Apartment in Taj city (origami) open view,Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-taj-city-5028124.html,Noon Group logo image,"5,550,000 EGP"
Townhouse,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4,4,234 sqm,tel:+201159733198,Town House Middle Classic 234m-Hyde Park New Cairo,Listed 15 hours ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-hyde-park-5028648.html,Element not found,"23,000,000 EGP"
Chalet,"Al Masyaf, Ras Al Hekma, North Coast",3,3,140 sqm,tel:+20221257244,Duplex140M Prime location Ra Al Hikmah10%DP/7Years,Listed 23 hours ago,https://www.propertyfinder.eg/en/plp/buy/chalet-for-sale-north-coast-ras-al-hekma-al-masyaf-5028283.html,El Misri properties logo image,"13,982,668 EGP"
Apartment,"Nyoum mostakbal, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2,1,104 sqm,tel:+201555514879,"Apartment for sale DP 213,000 Installments 8 years",Listed 22 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-nyoum-mostakbal-5028328.html,Noon Group logo image,"4,264,000 EGP"
Duplex,"Westown, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3,4,240 sqm,tel:+201201033003,Garden duplex for sale in Westown Sheikh Zayed,Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-westown-5028161.html,Aqarat 4U logo image,"18,000,000 EGP"
Apartment,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",3,2,145 sqm,tel:+20111111111,"Apartment in El Maqsed,READY TO MOVE, 5%Dp,Over10Y",Listed 2 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-capital-city-new-capital-compounds-al-maqsad-5029260.html,Roots Real Estate logo image,"652,000 EGP"
Apartment,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",2,2,143 sqm,tel:+201225555767,Apartment in Al Burouj with installments,Listed 3 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-shorouk-city-el-shorouk-compounds-al-burouj-compound-5029037.html,Evernest Estate logo image,"6,428,000 EGP"
Apartment,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza",2,2,132 sqm,tel:+20221208363,Apartment with garden without down payment,Listed 12 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-badya-palm-hills-5028892.html,Capital Agency For Real Estate logo image,"11,300,000 EGP"
Apartment,"Bavaria Town, Zahraa El Maadi, Hay El Maadi, Cairo",3,1,155 sqm,tel:+201556799467,"Finished, Ready To Move at half company’s cash",Listed 3 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-hay-el-maadi-zahraa-el-maadi-bavaria-town-5029006.html,Element not found,"4,000,000 EGP"
Townhouse,"Menorca Zayed, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3,3,225 sqm,tel:+201006667804,Town middle 225 m on landscape view over 96 months,Listed 3 hours ago,https://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-giza-sheikh-zayed-city-sheikh-zayed-compounds-menorca-zayed-5029126.html,Element not found,"14,250,000 EGP"
Apartment,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,3,210 sqm,tel:+20221257285,A very special apartment for sale,Listed 2 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-taj-city-5029320.html,Al Maz Real Estate logo image,"10,650,000 EGP"
Twin House,"La Vista City, New Capital Compounds, New Capital City, Cairo",5,5,280 sqm,tel:+201050113439,Ready to move with prime location,Listed 13 hours ago,https://www.propertyfinder.eg/en/plp/buy/twin-house-for-sale-cairo-new-capital-city-new-capital-compounds-la-vista-city-5028782.html,Element not found,"14,000,000 EGP"
Villa,"Hills of one, New Zayed City, Sheikh Zayed City, Giza",4,4,450 sqm,tel:+201288736473,One-story Villa 4BR Fully Finished Prime Location,Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-giza-sheikh-zayed-city-new-zayed-city-hills-of-one-5028223.html,Egypt Best Properties West logo image,"27,000,000 EGP"
Apartment,"One Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",3,3,135 sqm,tel:+201103133934,"135 sqm apartment, 3 rooms and 3 bathrooms",Listed 3 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-one-kattameya-5029076.html,Element not found,"3,100,000 EGP"
iVilla,"Mountain View Giza Plateau, Ring Road, 6 October City, Giza",3,2,260 sqm,tel:+20221257030,iVilla Garden in Mountain View Prime location,Listed 21 hours ago,https://www.propertyfinder.eg/en/plp/buy/ivilla-for-sale-giza-6-october-city-ring-road-mountain-view-giza-plateau-5028403.html,CBE New Homes logo image,"11,500,000 EGP"
Apartment,"Bavaria Town, Zahraa El Maadi, Hay El Maadi, Cairo",3,3,175 sqm,tel:+20221208425,Apartment for sale in Bavaria Town Compound,Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-hay-el-maadi-zahraa-el-maadi-bavaria-town-5028140.html,Chances Real Estate logo image,"4,200,000 EGP"
Apartment,"One Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",1,1,79 sqm,tel:+20221208586,Lowest Price | Prime Location | installments,Listed 2 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-el-katameya-el-katameya-compounds-one-kattameya-5029201.html,Galaxy Real Estate logo image,"2,500,000 EGP"
Apartment,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3,2,164 sqm,tel:+201111748342,Apartment for sale in Patio Oro in new cairo,Listed 2 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-5th-settlement-compounds-el-patio-oro-5029165.html,معاك real estate consultancy logo image,"13,950,000 EGP"
Apartment,"Zayed Dunes, 6th District, Sheikh Zayed City, Giza",3,3,198 sqm,tel:+201027612792,apartment for sale dunes compouned fully finished,Listed 13 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-sheikh-zayed-city-6th-district-zayed-dunes-5028808.html,NP Real Estate logo image,"8,700,000 EGP"
Apartment,"MarVille New Zayed, New Zayed City, Sheikh Zayed City, Giza",4,3,185 sqm,tel:+201288736461,The Most Prime Location Unit 4 Bedrooms @ De Joya,Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-sheikh-zayed-city-new-zayed-city-marville-new-zayed-5028189.html,Egypt Best Properties West logo image,"12,400,000 EGP"
Apartment,"Madinaty, Cairo",3,3,165 sqm,tel:+201126181191,For sale 165m First Residence Garden View B10,Listed 21 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-madinaty-5028386.html,Zone Properties . logo image,"6,500,000 EGP"
Apartment,"O West, 6 October Compounds, 6 October City, Giza",3,3,158 sqm,tel:+201006667804,Unit 158m open view - 5% down payment over 7 years,Listed 3 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-o-west-5029027.html,Element not found,"13,326,000 EGP"
Apartment,"Madinaty, Cairo",3,3,155 sqm,tel:+201096566594,155m2 Apartment Instant Delivery Madinaty Privado,Listed 13 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-madinaty-5028786.html,TMG Direct logo image,"2,616,200 EGP"
Apartment,"Madinaty, Cairo",3,3,165 sqm,tel:+201126181191,For sale 165m First Residence Garden View B10,Listed 21 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-madinaty-5028386.html,Zone Properties . logo image,"6,500,000 EGP"
Apartment,"O West, 6 October Compounds, 6 October City, Giza",3,3,158 sqm,tel:+201006667804,Unit 158m open view - 5% down payment over 7 years,Listed 3 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-giza-6-october-city-6-october-compounds-o-west-5029027.html,Element not found,"13,326,000 EGP"
Apartment,"Madinaty, Cairo",3,3,155 sqm,tel:+201096566594,155m2 Apartment Instant Delivery Madinaty Privado,Listed 13 hours ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-madinaty-5028786.html,TMG Direct logo image,"2,616,200 EGP"
Duplex,"RI8 New Capital, New Capital Compounds, New Capital City, Cairo",6,3,310 sqm,tel:+201115500043,duplex for sale in RI8 with a special discount 10%,Listed 12 hours ago,https://www.propertyfinder.eg/en/plp/buy/duplex-for-sale-cairo-new-capital-city-new-capital-compounds-ri8-new-capital-5028884.html,Roots Real Estate logo image,"996,500 EGP"
Penthouse,"O West, 6 October Compounds, 6 October City, Giza",4,4,305 sqm,tel:+201006667804,305 m fully finished ready to move in installments,Listed 3 hours ago,https://www.propertyfinder.eg/en/plp/buy/penthouse-for-sale-giza-6-october-city-6-october-compounds-o-west-5029083.html,Element not found,"15,618,000 EGP"
Apartment,"Nyoum mostakbal, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",1,1,63 sqm,tel:+201555514879,"Apartment with DP 157,000 over 8 years Nyoum",Listed 1 day ago,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-cairo-new-cairo-city-the-5th-settlement-mostakbal-city-compounds-nyoum-mostakbal-5028182.html,Noon Group logo image,"3,150,000 EGP"
Penthouse,"Al Narges 3, Al Narges, New Cairo City, Cairo",4,3,380 sqm,tel:+201158934439,Penthouse with a great location andwonderful space,Listed 16 hours ago,https://www.propertyfinder.eg/en/plp/buy/penthouse-for-sale-cairo-new-cairo-city-al-narges-al-narges-3-5028630.html,Element not found,"9,500,000 EGP"
